"X"	"Y"	"B07"	"B06"	"B05"	"B04"	"B03"	"B02"	"B01"
461921.000000	6978101.000000	94.279686	66.400696	19.350912	10.206547	12.155552	5.647889	6.000000
461951.000000	6978101.000000	96.933617	65.244568	15.185124	7.890445	10.510478	5.647889	6.000000
461981.000000	6978101.000000	97.848824	65.000000	14.685681	6.686430	10.201441	5.647889	6.000000
462011.000000	6978101.000000	99.021904	65.519165	14.469659	6.051773	10.025887	5.443772	6.000000
462041.000000	6978101.000000	101.439041	66.586433	14.084515	6.493717	10.061458	5.000000	5.000000
462071.000000	6978101.000000	99.646980	66.000000	14.629568	7.019473	10.333817	5.000000	5.000000
462101.000000	6978101.000000	100.491348	66.874664	15.323349	7.049751	10.649847	5.000000	5.000000
462131.000000	6978101.000000	100.092628	67.230446	15.860191	7.831903	10.840224	5.000000	5.000000
462161.000000	6978101.000000	99.861984	68.485641	17.729216	9.493090	12.318792	5.000000	5.000000
462191.000000	6978101.000000	102.258286	72.646858	21.336212	12.818450	13.653749	5.824191	6.000000
462221.000000	6978101.000000	103.068565	74.972542	26.440872	17.884111	16.235689	6.000000	6.000000
462251.000000	6978101.000000	109.007088	82.182663	32.530956	21.253254	18.340704	7.637845	8.000000
462281.000000	6978101.000000	106.601425	80.698288	33.085503	20.852528	18.220551	8.456768	8.000000
462311.000000	6978101.000000	105.333572	78.170425	29.969486	18.642412	17.115845	12.591554	14.000000
462341.000000	6978101.000000	106.622498	85.640869	43.915760	35.871830	25.826777	12.591554	14.000000
461561.000000	6978131.000000	93.432571	67.027985	24.786247	12.986321	14.455683	8.000000	8.000000
461591.000000	6978131.000000	94.220192	63.389904	14.822474	7.383735	10.867815	5.127994	5.000000
461621.000000	6978131.000000	93.991241	64.127052	15.262856	7.945661	11.760528	5.000000	5.000000
461651.000000	6978131.000000	96.000000	65.000000	15.000000	7.572302	11.000000	5.000000	5.000000
461681.000000	6978131.000000	95.521042	64.873077	14.703237	7.053305	10.873075	5.000000	5.000000
461711.000000	6978131.000000	96.731979	64.865990	14.076573	6.771814	10.255894	5.000000	5.000000
461741.000000	6978131.000000	94.934578	65.000000	15.665990	7.427698	11.199512	5.000000	5.000000
461771.000000	6978131.000000	92.433815	65.471611	17.037794	8.753225	11.776856	5.000000	5.000000
461801.000000	6978131.000000	95.156174	65.675293	15.519408	7.660358	11.155600	5.000000	5.000000
461831.000000	6978131.000000	95.312599	65.156303	15.000000	7.000000	10.761922	5.000000	5.000000
461861.000000	6978131.000000	93.618256	64.721176	15.260937	7.699061	10.716949	5.000000	5.000000
461891.000000	6978131.000000	91.308517	63.664795	17.258165	7.323830	11.073320	5.585716	6.000000
461921.000000	6978131.000000	89.627556	67.052879	23.315130	15.122119	15.591116	6.000000	6.000000
461951.000000	6978131.000000	92.639099	65.349174	18.137056	10.433372	12.604756	6.000000	6.000000
461981.000000	6978131.000000	93.144608	65.000000	16.427698	8.198777	11.000000	6.000000	6.000000
462011.000000	6978131.000000	95.034897	65.495354	15.662855	7.369903	10.684952	5.684951	6.000000
462041.000000	6978131.000000	100.428932	66.778954	14.484588	6.840382	10.135428	5.000000	5.000000
462071.000000	6978131.000000	98.277428	65.792671	14.735603	7.735603	10.735603	5.000000	5.000000
462101.000000	6978131.000000	99.711540	66.560127	14.613731	6.890479	10.349159	5.000000	5.000000
462131.000000	6978131.000000	100.572304	67.000000	15.000000	7.223143	10.349159	5.000000	5.000000
462161.000000	6978131.000000	101.006592	67.682831	15.931373	8.440875	11.117116	5.000000	5.000000
462191.000000	6978131.000000	101.477386	70.856277	21.385975	14.228095	14.648876	5.824191	6.000000
462221.000000	6978131.000000	102.441566	76.253571	29.114279	20.359539	17.692963	6.000000	6.000000
462251.000000	6978131.000000	109.274796	81.108078	31.642487	20.903305	17.667667	7.987811	8.000000
462281.000000	6978131.000000	107.982971	84.060944	39.651615	25.329216	19.981218	8.981716	8.000000
462311.000000	6978131.000000	107.855392	87.138489	45.704678	31.869764	24.295757	14.000000	14.000000
462341.000000	6978131.000000	106.681183	90.275322	61.262112	53.492805	34.698666	14.000000	14.000000
461561.000000	6978161.000000	94.674774	68.954926	25.468870	12.926484	15.061345	8.000000	8.000000
461591.000000	6978161.000000	93.683777	63.778889	14.982507	7.369368	10.979463	5.127994	5.000000
461621.000000	6978161.000000	95.920776	64.734955	14.621183	7.319591	10.658155	5.000000	5.000000
461651.000000	6978161.000000	96.000000	65.000000	15.000000	7.000000	10.899764	5.000000	5.000000
461681.000000	6978161.000000	94.986008	64.764816	14.703237	7.000000	10.512074	5.000000	5.000000
461711.000000	6978161.000000	96.455704	64.767578	14.234951	6.981183	10.782440	5.000000	5.000000
461741.000000	6978161.000000	94.432281	65.207504	16.251173	8.207507	11.577188	5.000000	5.000000
461771.000000	6978161.000000	93.233200	66.385674	17.766497	9.175170	12.177706	5.000000	5.000000
461801.000000	6978161.000000	94.938164	65.859627	15.991645	7.935123	11.439301	5.000000	5.000000
461831.000000	6978161.000000	93.995354	64.705185	15.328691	7.207507	11.000000	5.000000	5.000000
461861.000000	6978161.000000	91.750275	64.103699	15.650372	8.082832	11.280549	5.000000	5.000000
461891.000000	6978161.000000	90.691978	64.000000	18.050117	8.689012	12.017328	5.585716	6.000000
461921.000000	6978161.000000	85.823776	65.762924	27.270185	18.866367	18.131754	6.075849	6.000000
461951.000000	6978161.000000	88.745171	64.946976	21.798811	16.325811	15.961300	6.207507	6.000000
461981.000000	6978161.000000	90.132431	64.584984	18.452551	10.170735	12.603758	6.207507	6.000000
462011.000000	6978161.000000	92.611099	64.900032	17.049782	8.072053	11.387102	5.827084	6.000000
462041.000000	6978161.000000	100.254730	66.467964	14.023749	6.356486	10.170033	5.000000	5.000000
462071.000000	6978161.000000	97.176292	65.207138	14.917235	7.816643	10.923559	5.000000	5.000000
462101.000000	6978161.000000	98.266403	65.652527	14.290580	6.444806	10.000000	5.000000	5.000000
462131.000000	6978161.000000	99.720795	66.792496	15.000000	7.443915	10.399293	5.000000	5.000000
462161.000000	6978161.000000	100.136658	67.136658	15.344169	7.423381	10.768520	5.000000	5.000000
462191.000000	6978161.000000	100.104202	68.353874	18.778042	11.031309	12.924865	5.824191	6.000000
462221.000000	6978161.000000	101.204346	74.562317	26.837135	18.129454	16.904720	6.000000	6.000000
462251.000000	6978161.000000	107.271370	80.417526	32.155949	19.744907	17.348852	7.987811	8.000000
462281.000000	6978161.000000	107.788330	84.253731	41.182991	25.515131	19.673737	9.015669	8.000000
462311.000000	6978161.000000	108.792496	89.377480	50.339943	38.237896	27.169195	14.207507	14.000000
462341.000000	6978161.000000	106.292511	93.515800	67.045387	66.198792	41.761051	14.021736	14.000000
461561.000000	6978191.000000	95.085762	69.967072	22.797619	12.805453	14.878667	8.000000	8.000000
461591.000000	6978191.000000	98.435616	64.868958	14.563880	7.153482	10.581057	5.127994	5.000000
461621.000000	6978191.000000	97.292839	65.470299	14.894177	7.364478	10.843029	5.000000	5.000000
461651.000000	6978191.000000	96.000000	65.000000	15.000000	7.000000	10.805532	5.000000	5.000000
461681.000000	6978191.000000	95.636131	64.822708	14.703237	7.000000	10.703237	5.000000	5.000000
461711.000000	6978191.000000	95.398163	64.479164	14.839815	7.198892	10.398764	5.000000	5.000000
461741.000000	6978191.000000	93.453415	66.238625	17.466478	9.876092	12.278680	5.000000	5.000000
461771.000000	6978191.000000	97.256546	67.785210	17.999331	9.516367	12.430568	5.000000	5.000000
461801.000000	6978191.000000	97.666313	66.961220	16.619930	8.130204	11.494682	5.000000	5.000000
461831.000000	6978191.000000	95.625282	65.765411	15.986587	7.402588	10.402588	5.000000	5.000000
461861.000000	6978191.000000	91.429703	63.131603	15.323757	6.961160	10.442618	5.000000	5.000000
461891.000000	6978191.000000	90.582764	63.897583	17.114639	6.988304	10.585715	5.585716	6.000000
461921.000000	6978191.000000	72.445053	58.681126	30.762428	19.894106	19.215618	6.365525	6.000000
461951.000000	6978191.000000	72.712311	58.764145	30.645741	24.165098	21.019049	7.000000	7.000000
461981.000000	6978191.000000	79.415527	61.805176	26.389648	18.696840	18.329554	7.000000	7.000000
462011.000000	6978191.000000	84.705902	62.496651	22.486307	11.194995	12.464052	6.369903	7.000000
462041.000000	6978191.000000	99.073586	65.868477	13.389905	6.094858	10.094858	5.000000	5.000000
462071.000000	6978191.000000	94.048683	63.722664	14.195160	6.710397	10.515237	5.000000	5.000000
462101.000000	6978191.000000	94.129128	63.271179	14.156971	6.627963	10.000000	5.000000	5.000000
462131.000000	6978191.000000	98.654480	65.402588	14.402588	6.932684	10.000000	5.000000	5.000000
462161.000000	6978191.000000	99.000000	65.662033	14.662036	7.000000	10.000000	5.000000	5.000000
462191.000000	6978191.000000	100.283905	66.395523	15.600576	8.232674	10.846193	5.824191	6.000000
462221.000000	6978191.000000	100.395996	70.700912	21.554668	13.061516	13.409177	6.000000	6.000000
462251.000000	6978191.000000	102.316177	76.741043	29.622873	16.575783	15.506291	7.987811	8.000000
462281.000000	6978191.000000	103.736061	80.447777	35.203506	22.895781	18.138391	9.145336	8.000000
462311.000000	6978191.000000	105.610352	84.610352	41.610352	29.729311	22.730896	15.000000	15.000000
461561.000000	6978221.000000	92.025368	65.881020	19.351854	11.377221	12.389905	8.000000	8.000000
461591.000000	6978221.000000	98.129456	64.657631	13.973218	7.317739	10.449204	5.127994	5.000000
461621.000000	6978221.000000	96.611900	64.930229	15.047926	7.232331	11.000000	5.000000	5.000000
461651.000000	6978221.000000	94.779808	64.389908	15.377221	7.987317	11.000000	5.000000	5.000000
461681.000000	6978221.000000	94.007195	64.044052	14.850317	7.091959	10.212825	5.000000	5.000000
461711.000000	6978221.000000	93.472855	63.445332	15.141435	7.384259	10.501483	5.000000	5.000000
461741.000000	6978221.000000	93.522537	65.385689	16.965014	9.303196	12.290512	5.000000	5.000000
461771.000000	6978221.000000	96.190468	66.594307	16.610853	8.848100	12.076419	5.000000	5.000000
461801.000000	6978221.000000	100.097527	67.226570	14.777312	7.368422	10.616145	5.000000	5.000000
461831.000000	6978221.000000	99.692680	66.675598	14.533310	7.000000	10.377221	4.589275	5.000000
461861.000000	6978221.000000	94.439827	64.499535	14.881584	6.997517	10.430559	4.012683	4.000000
461891.000000	6978221.000000	93.935249	64.511444	15.593144	6.994746	10.481126	5.176686	6.000000
461921.000000	6978221.000000	77.904625	59.524925	22.634815	14.286600	15.603263	6.726414	6.000000
461951.000000	6978221.000000	69.849754	56.346733	26.547443	17.484118	17.089794	7.987317	8.000000
461981.000000	6978221.000000	75.491112	59.868336	28.000000	18.515579	17.735500	7.987317	8.000000
462011.000000	6978221.000000	80.155464	61.170010	24.256901	12.251429	13.793291	7.357220	8.000000
462041.000000	6978221.000000	95.939812	64.531914	14.617460	6.317454	10.170374	5.987317	6.000000
462071.000000	6978221.000000	91.230476	62.345058	14.000000	6.515237	10.320879	5.030088	6.000000
462101.000000	6978221.000000	90.447327	61.623238	14.372216	6.610096	10.272414	4.273900	4.000000
462131.000000	6978221.000000	94.727280	63.424660	14.000000	6.654477	10.099802	5.000000	5.000000
462161.000000	6978221.000000	95.548561	63.804790	14.434286	7.163822	10.428779	5.000000	5.000000
462191.000000	6978221.000000	96.931992	64.284294	14.633215	6.832868	10.539770	5.010453	5.000000
462221.000000	6978221.000000	97.289703	65.890244	16.993345	8.628304	11.239462	5.012683	5.000000
462251.000000	6978221.000000	98.798698	69.440094	20.834793	11.261557	12.637081	7.000494	7.000000
462281.000000	6978221.000000	99.914665	72.929131	28.695715	14.399190	14.134430	7.996475	7.000000
462311.000000	6978221.000000	103.012680	80.038048	43.949268	36.506016	25.374744	13.025367	13.000000
461561.000000	6978251.000000	93.691284	63.546936	19.075842	11.703967	12.389905	8.000000	8.000000
461591.000000	6978251.000000	97.870697	65.108582	14.251150	6.909340	10.545009	5.127994	5.000000
461621.000000	6978251.000000	96.591652	65.201645	14.827944	7.168311	10.904196	5.000000	5.000000
461651.000000	6978251.000000	95.075844	65.000000	15.232874	7.842969	11.000000	5.000000	5.000000
461681.000000	6978251.000000	96.581055	64.931221	15.117494	7.259569	10.439108	5.000000	5.000000
461711.000000	6978251.000000	96.370483	64.828796	15.177739	7.368901	10.872826	5.000000	5.000000
461741.000000	6978251.000000	95.783432	65.569633	15.823595	7.750343	11.232874	5.000000	5.000000
461771.000000	6978251.000000	95.734673	65.580193	16.490383	8.525184	11.785615	5.000000	5.000000
461801.000000	6978251.000000	99.508698	67.000000	15.130934	7.343789	10.607764	5.000000	5.000000
461831.000000	6978251.000000	98.947868	66.298645	14.610202	6.552000	10.298199	4.649323	5.000000
461861.000000	6978251.000000	97.680740	65.506714	14.977388	7.000000	10.463769	4.126283	4.000000
461891.000000	6978251.000000	94.382576	65.049904	15.585715	7.449318	10.903524	5.171431	6.000000
461921.000000	6978251.000000	84.494324	61.810768	19.630831	10.385709	12.770498	6.731050	6.000000
461951.000000	6978251.000000	67.660515	55.324196	29.964809	18.182886	17.240610	8.000000	8.000000
461981.000000	6978251.000000	66.203995	54.164368	31.425035	21.468603	19.609657	8.000000	8.000000
462011.000000	6978251.000000	73.395943	57.021389	27.918018	17.115641	17.009897	7.369903	8.000000
462041.000000	6978251.000000	93.624100	64.288902	16.085539	7.137628	10.762618	6.000000	6.000000
462071.000000	6978251.000000	90.647522	62.030476	14.000000	6.591360	10.080908	5.030474	6.000000
462101.000000	6978251.000000	90.636673	61.487598	13.904196	6.575519	9.776974	4.264572	4.000000
462131.000000	6978251.000000	93.189125	62.740196	14.000000	6.605962	10.223026	5.000000	5.000000
462161.000000	6978251.000000	93.371880	63.052029	14.366090	7.209059	10.366090	5.000000	5.000000
462191.000000	6978251.000000	94.669006	63.691952	14.842969	7.120594	10.662493	5.000000	5.000000
462221.000000	6978251.000000	95.176781	64.352119	15.956123	7.509154	10.604000	5.000000	5.000000
462251.000000	6978251.000000	92.531006	64.090927	18.537855	9.568823	12.135981	6.987811	7.000000
462281.000000	6978251.000000	91.650002	66.479889	24.549314	13.132017	13.957153	7.981717	7.000000
462311.000000	6978251.000000	94.728676	75.760605	43.124363	35.494148	25.452768	13.000000	13.000000
461561.000000	6978281.000000	95.000000	65.000000	18.000000	14.000000	13.546936	8.000000	8.000000
461591.000000	6978281.000000	98.219246	64.737144	14.780754	7.298652	10.918746	5.127994	5.000000
461621.000000	6978281.000000	96.534470	65.262856	14.737144	7.000000	10.246140	5.000000	5.000000
461651.000000	6978281.000000	94.000000	65.000000	15.000000	7.000000	11.000000	5.000000	5.000000
461681.000000	6978281.000000	97.610870	65.906860	15.610095	7.333683	10.703237	5.000000	5.000000
461711.000000	6978281.000000	100.533524	66.000000	15.000000	7.000000	10.076573	5.000000	5.000000
461741.000000	6978281.000000	96.667610	65.533524	15.466477	7.000000	11.000000	5.000000	5.000000
461771.000000	6978281.000000	96.087822	65.492577	16.000000	7.856382	11.610095	5.000000	5.000000
461801.000000	6978281.000000	99.363808	67.000000	15.363808	7.337711	10.973904	5.000000	5.000000
461831.000000	6978281.000000	99.000000	67.000000	15.000000	6.416001	10.416001	5.000000	5.000000
461861.000000	6978281.000000	100.308907	67.610092	15.610095	7.000000	10.892904	4.911285	5.000000
461891.000000	6978281.000000	95.142670	65.563202	15.906064	7.265367	10.773413	5.077670	5.000000
461921.000000	6978281.000000	87.373695	63.173946	20.436417	10.261250	12.509222	6.184114	5.000000
461951.000000	6978281.000000	62.055233	52.198124	31.578495	20.381519	17.503347	7.453064	7.000000
461981.000000	6978281.000000	59.958206	50.635159	29.830088	19.011127	17.850805	7.453064	7.000000
462011.000000	6978281.000000	71.034363	55.056614	24.960960	16.001673	16.326164	6.822967	7.000000
462041.000000	6978281.000000	92.479156	63.563766	15.876259	6.952302	10.657255	5.453064	5.000000
462071.000000	6978281.000000	91.560745	62.295609	14.000000	6.734866	10.515237	4.748673	5.000000
462101.000000	6978281.000000	91.654297	61.377396	13.245201	6.176652	10.000000	4.119868	4.000000
462131.000000	6978281.000000	89.955132	60.609608	13.811021	6.156544	10.000000	4.453064	4.000000
462161.000000	6978281.000000	89.453064	60.453064	14.000000	6.000000	10.000000	4.453064	4.000000
462191.000000	6978281.000000	92.373924	61.825035	14.000000	6.373412	9.666317	4.903844	5.000000
462221.000000	6978281.000000	93.886238	62.453064	14.604000	6.783414	10.273651	5.000000	5.000000
462251.000000	6978281.000000	87.518181	60.620171	16.914175	8.828018	11.113287	6.987811	7.000000
462281.000000	6978281.000000	86.704353	64.421822	28.509256	16.161074	15.870208	7.981717	7.000000
461561.000000	6978311.000000	94.346512	65.980232	18.326746	14.000000	14.326745	8.000000	8.000000
461591.000000	6978311.000000	97.878563	64.466164	14.708808	7.298652	10.595348	5.127994	5.000000
461621.000000	6978311.000000	96.490089	64.977623	14.864544	7.000000	10.326395	5.000000	5.000000
461651.000000	6978311.000000	94.326744	65.000000	15.326745	7.168912	11.000000	5.000000	5.000000
461681.000000	6978311.000000	97.641304	65.906860	15.441183	7.441183	10.703237	5.000000	5.000000
461711.000000	6978311.000000	99.636063	65.775635	15.025020	7.271082	10.275919	5.000000	5.000000
461741.000000	6978311.000000	95.817886	65.359200	15.793223	7.936841	11.000000	5.000000	5.000000
461771.000000	6978311.000000	95.320313	65.331627	15.966454	7.910456	11.038533	5.000000	5.000000
461801.000000	6978311.000000	98.680443	66.554382	15.244935	7.243287	10.774558	5.000000	5.000000
461831.000000	6978311.000000	98.537331	66.673256	15.000000	7.099041	10.551928	5.000000	5.000000
461861.000000	6978311.000000	99.766045	67.347328	15.610095	7.127399	11.051052	5.000000	5.000000
461891.000000	6978311.000000	95.789116	66.019951	15.980052	7.492708	10.973834	5.000000	5.000000
461921.000000	6978311.000000	90.228836	64.987160	20.900600	11.328668	12.974900	5.731050	5.000000
461951.000000	6978311.000000	62.397987	51.960602	31.455238	20.300240	18.637527	7.000000	7.000000
461981.000000	6978311.000000	59.622631	50.263866	27.320864	14.698869	14.518021	7.000000	7.000000
462011.000000	6978311.000000	71.038399	54.718960	21.310120	10.884766	13.216232	6.369903	7.000000
462041.000000	6978311.000000	92.224937	62.923595	15.282423	6.408540	10.178904	5.000000	5.000000
462071.000000	6978311.000000	92.495094	62.673630	14.000000	6.969383	10.346886	4.515237	5.000000
462101.000000	6978311.000000	92.693466	61.511806	13.125333	6.117416	9.752138	4.000000	4.000000
462131.000000	6978311.000000	89.958664	59.386860	13.041336	5.972923	9.063160	4.000000	4.000000
462161.000000	6978311.000000	89.936844	59.876873	13.063160	6.061718	9.470016	4.000000	4.000000
462191.000000	6978311.000000	89.932999	60.840378	13.835295	6.435233	9.961467	4.824191	5.000000
462221.000000	6978311.000000	87.605103	59.560467	14.604000	7.499088	10.197354	5.000000	5.000000
462251.000000	6978311.000000	80.187874	57.068386	17.106802	9.100836	11.676500	6.987811	7.000000
462281.000000	6978311.000000	83.379868	65.373695	32.177074	18.475090	16.463095	7.981717	7.000000
461561.000000	6978341.000000	92.496460	67.893448	21.256504	16.333826	15.106555	8.000000	8.000000
461591.000000	6978341.000000	97.796341	64.193642	13.970761	7.333216	10.217869	5.127994	5.000000
461621.000000	6978341.000000	97.075035	64.993454	15.545495	7.403167	10.612037	5.000000	5.000000
461651.000000	6978341.000000	95.929756	66.036316	16.823204	8.925953	12.062824	5.000000	5.000000
461681.000000	6978341.000000	98.601814	67.057121	15.851337	8.150718	11.045904	5.000000	5.000000
461711.000000	6978341.000000	97.911156	66.118248	15.901751	8.267549	10.986151	5.000000	5.000000
461741.000000	6978341.000000	96.382057	66.817307	16.751074	8.334301	11.341445	5.000000	5.000000
461771.000000	6978341.000000	93.990417	65.421326	16.539669	8.783571	11.988313	5.000000	5.000000
461801.000000	6978341.000000	95.238731	65.103630	15.077531	7.142539	10.842579	5.000000	5.000000
461831.000000	6978341.000000	96.328430	65.643707	15.000000	7.162201	10.596104	5.000000	5.000000
461861.000000	6978341.000000	98.242180	66.600571	15.193735	6.779809	10.563317	5.000000	5.000000
461891.000000	6978341.000000	97.566986	66.117386	14.915174	6.866600	10.452315	5.000000	5.000000
461921.000000	6978341.000000	96.748657	67.148872	17.411015	7.534302	11.406686	5.653153	5.000000
461951.000000	6978341.000000	85.221977	63.418667	24.750654	13.609967	14.998915	6.786891	7.000000
461981.000000	6978341.000000	79.528061	60.280697	23.308226	11.676817	13.923739	6.786891	7.000000
462011.000000	6978341.000000	79.776192	59.274403	19.416168	9.106812	12.074985	6.223933	7.000000
462041.000000	6978341.000000	91.969238	62.999279	15.254016	6.981449	10.685253	5.000000	5.000000
462071.000000	6978341.000000	91.624733	62.652596	14.424146	7.314344	10.369245	4.515237	5.000000
462101.000000	6978341.000000	90.815430	60.932133	13.125333	6.097141	9.735428	4.000000	4.000000
462131.000000	6978341.000000	87.344200	58.381252	13.069737	5.963183	9.399293	4.000000	4.000000
462161.000000	6978341.000000	87.444633	58.840691	13.371511	6.123055	9.733150	4.000000	4.000000
462191.000000	6978341.000000	86.627800	59.046345	13.972998	6.366771	9.981267	4.736370	5.000000
462221.000000	6978341.000000	81.873634	56.706638	15.014694	7.780796	10.171144	4.893445	5.000000
462251.000000	6978341.000000	75.523361	54.407513	16.526945	9.249666	11.626250	7.093066	7.000000
462281.000000	6978341.000000	82.436241	65.047447	36.393467	19.036495	16.631386	7.983375	7.000000
461561.000000	6978371.000000	95.489380	66.503540	23.000000	13.000000	15.007081	8.000000	8.000000
461591.000000	6978371.000000	99.979950	65.539429	14.421555	6.948780	10.386016	5.127994	5.000000
461621.000000	6978371.000000	99.085243	67.771866	16.902365	8.664414	11.731836	5.000000	5.000000
461651.000000	6978371.000000	98.992920	69.000000	18.000000	9.722858	12.483046	5.000000	5.000000
461681.000000	6978371.000000	99.152794	67.483047	16.630377	9.446197	11.686668	5.000000	5.000000
461711.000000	6978371.000000	98.573036	67.006126	17.386190	9.394533	11.968108	5.000000	5.000000
461741.000000	6978371.000000	99.264870	67.701370	16.466478	8.234891	11.268650	5.000000	5.000000
461771.000000	6978371.000000	97.588379	67.826027	17.610096	9.719411	12.466477	5.000000	5.000000
461801.000000	6978371.000000	96.356728	66.363808	16.043459	8.170052	11.363808	5.000000	5.000000
461831.000000	6978371.000000	96.205338	66.000000	15.496459	7.912461	11.000000	5.000000	5.000000
461861.000000	6978371.000000	94.804543	65.297012	15.595058	7.691940	11.302888	5.000000	5.000000
461891.000000	6978371.000000	96.057945	66.085106	16.000000	7.503541	11.004148	5.000000	5.000000
461921.000000	6978371.000000	97.810745	67.478989	16.668413	8.474841	11.487117	5.000000	5.000000
461951.000000	6978371.000000	94.856865	65.992683	17.000000	8.738596	11.503541	5.000000	5.000000
461981.000000	6978371.000000	91.589531	63.894032	17.000000	8.534740	11.769265	5.000000	5.000000
462011.000000	6978371.000000	89.335587	62.811508	16.841360	8.836510	11.684952	5.000000	5.000000
462041.000000	6978371.000000	92.141159	64.106552	16.146479	8.354508	11.307208	5.000000	5.000000
462071.000000	6978371.000000	90.000000	62.530365	15.271139	7.000000	10.755902	4.515237	5.000000
462101.000000	6978371.000000	86.378624	58.746315	13.187555	6.294997	9.797650	4.000000	4.000000
462131.000000	6978371.000000	86.478302	58.000000	13.329556	5.523128	9.000000	4.000000	4.000000
462161.000000	6978371.000000	87.211601	58.434288	13.503541	6.000000	9.000000	4.000000	4.000000
462191.000000	6978371.000000	85.507164	57.546700	14.020524	6.307208	9.824191	4.000000	4.000000
462221.000000	6978371.000000	80.073372	55.288460	14.503541	6.604001	10.299862	4.000000	4.000000
462251.000000	6978371.000000	73.326584	53.385891	16.566837	8.077546	11.190195	7.975621	8.000000
462281.000000	6978371.000000	79.938828	63.486061	36.082527	18.458899	17.323620	8.000000	8.000000
461561.000000	6978401.000000	98.162636	70.374260	24.715170	20.701008	18.650530	8.276269	8.000000
461591.000000	6978401.000000	100.033684	67.342957	16.264668	8.413109	11.353009	5.404263	5.000000
461621.000000	6978401.000000	99.065994	68.677406	18.061056	9.374399	11.901713	5.241169	5.000000
461651.000000	6978401.000000	99.113632	69.000000	18.886364	10.138965	12.492414	5.000000	5.000000
461681.000000	6978401.000000	100.518974	68.646568	17.849409	9.228576	11.523419	5.000000	5.000000
461711.000000	6978401.000000	100.734711	67.568443	15.978178	7.769781	10.578619	5.000000	5.000000
461741.000000	6978401.000000	99.809792	67.337608	15.451241	7.439136	10.852605	5.000000	5.000000
461771.000000	6978401.000000	97.141541	66.568115	16.447462	8.960746	12.365511	5.000000	5.000000
461801.000000	6978401.000000	92.902931	64.239563	15.589314	7.539259	11.535007	5.000000	5.000000
461831.000000	6978401.000000	91.968369	63.674736	15.193662	7.045980	10.885072	5.000000	5.000000
461861.000000	6978401.000000	91.910698	63.765472	14.772000	7.059819	10.961611	5.000000	5.000000
461891.000000	6978401.000000	98.180000	66.019478	15.380040	6.838185	10.299830	5.000000	5.000000
461921.000000	6978401.000000	93.088203	64.870438	15.740349	7.444692	11.316182	5.000000	5.000000
461951.000000	6978401.000000	91.098534	63.350422	15.769800	7.078070	10.892282	5.000000	5.000000
461981.000000	6978401.000000	90.487526	63.580044	16.311785	7.990711	11.258970	5.000000	5.000000
462011.000000	6978401.000000	91.062775	64.201416	16.723732	8.612336	11.495721	5.000000	5.000000
462041.000000	6978401.000000	93.857101	65.159752	16.408291	8.559829	11.084079	5.000000	5.000000
462071.000000	6978401.000000	88.327789	61.525421	15.657581	8.343052	11.456688	4.515237	5.000000
462101.000000	6978401.000000	84.581841	57.834362	13.695974	6.305751	9.926718	4.000000	4.000000
462131.000000	6978401.000000	82.297859	55.923435	13.457080	6.099221	9.859287	4.000000	4.000000
462161.000000	6978401.000000	82.299255	55.956478	13.552537	6.119980	9.276269	4.000000	4.000000
462191.000000	6978401.000000	82.713913	56.821247	14.149031	6.107718	9.201376	4.227698	4.000000
462221.000000	6978401.000000	79.759422	54.761562	14.811633	6.713403	9.827039	4.276268	4.000000
462251.000000	6978401.000000	78.839882	56.411831	18.383003	7.383810	10.219670	8.526475	8.000000
462281.000000	6978401.000000	81.427322	68.549759	47.386086	26.494530	20.832102	8.552537	8.000000
461561.000000	6978431.000000	98.277748	74.276268	29.832928	23.889006	20.394026	9.000000	9.000000
461591.000000	6978431.000000	99.785149	68.064110	16.824541	9.106843	11.748033	6.127994	6.000000
461621.000000	6978431.000000	98.700951	68.337837	18.162912	9.749342	11.931574	5.872951	6.000000
461651.000000	6978431.000000	100.417412	69.429451	18.362816	10.203465	12.230553	5.000000	5.000000
461681.000000	6978431.000000	100.829666	69.547348	18.175127	9.895188	12.214563	5.000000	5.000000
461711.000000	6978431.000000	99.675171	68.236755	17.313656	8.987820	11.432652	5.000000	5.000000
461741.000000	6978431.000000	98.115852	66.352333	15.385337	7.126901	11.147395	5.000000	5.000000
461771.000000	6978431.000000	94.819534	65.093216	15.237879	7.326863	10.753713	5.000000	5.000000
461801.000000	6978431.000000	91.687637	63.272881	14.363808	6.778949	10.584594	5.000000	5.000000
461831.000000	6978431.000000	90.524529	62.689503	14.023329	6.472084	10.472083	5.000000	5.000000
461861.000000	6978431.000000	93.371582	64.200844	14.754549	6.693434	10.463410	5.000000	5.000000
461891.000000	6978431.000000	98.829720	66.551971	15.884933	7.470646	10.666173	5.000000	5.000000
461921.000000	6978431.000000	96.542160	66.107674	14.902358	7.109086	10.815128	5.000000	5.000000
461951.000000	6978431.000000	92.644089	64.017593	15.379240	7.657270	10.902430	5.000000	5.000000
461981.000000	6978431.000000	91.666176	63.462227	16.115320	7.695496	11.102336	5.000000	5.000000
462011.000000	6978431.000000	92.068726	63.631207	16.379475	7.524926	11.000000	5.000000	5.000000
462041.000000	6978431.000000	92.966805	64.974724	17.214108	9.301713	11.902397	5.000000	5.000000
462071.000000	6978431.000000	85.584076	61.144211	16.402605	8.513528	11.486343	4.515237	5.000000
